gross,genres,month
15156200,Thriller,2
21589307,Drama,5
20339754,Comedy,2
20339754,Crime,2
28873374,Documentary,8
28873374,Music,8
15102127,Comedy,8
13684949,Adventure,5
13684949,Animation,5
13684949,Comedy,5
13684949,Family,5
14597405,Biography,10
14597405,Drama,10
12570442,Comedy,1
12570442,Crime,1
12570442,Drama,1
12570442,Thriller,1
12514138,Drama,1
12514138,Romance,1
43771291,Mystery,7
43771291,Mystery,7
43771291,Thriller,7
43771291,Thriller,7
11703287,Adventure,10
11703287,Drama,10
11560259,Comedy,3
11560259,Romance,3
10824921,Comedy,2
10561238,Comedy,7
10561238,Romance,7
10561238,Thriller,7
14479776,Biography,11
14479776,Crime,11
14479776,Drama,11
14479776,Romance,11
9801782,Comedy,9
9801782,Crime,9
9801782,Thriller,9
8070311,Comedy,7
8070311,Romance,7
8460995,Action,3
8460995,Comedy,3
8460995,Romance,3
8111360,Crime,9
8111360,Drama,9
8111360,Thriller,9
8828771,Comedy,1
67631157,Action,12
67631157,Action,12
67631157,Romance,12
67631157,Romance,12
67631157,Thriller,12
67631157,Thriller,12
7563670,Comedy,1
7563670,Fantasy,1
7563670,Romance,1
6619173,Adventure,6
6619173,Comedy,6
6619173,Drama,6
6619173,Romance,6
6619173,Sci-Fi,6
6857503,Comedy,1
6712241,Crime,7
6712241,Drama,7
6842058,Action,9
6842058,Horror,9
6842058,Thriller,9
6491350,Animation,NA
6491350,Comedy,NA
6491350,Family,NA
6491350,Fantasy,NA
6491350,Musical,NA
9473382,Drama,9
9473382,Music,9
9473382,Mystery,9
9473382,Romance,9
6197866,Biography,5
6197866,Drama,5
6044618,Action,5
6044618,Crime,5
6044618,Drama,5
7764027,Comedy,9
7764027,Drama,9
5998971,Comedy,9
5998971,Romance,9
5998971,Sport,9
21569041,Drama,9
4356743,Comedy,10
4356743,Family,10
4356743,Romance,10
5484375,Adventure,9
5484375,Biography,9
5484375,Drama,9
5484375,War,9
5348317,Comedy,3
5348317,Drama,3
5348317,Music,3
4244155,Comedy,9
4244155,Drama,9
5004648,Drama,9
5004648,Romance,9
3333823,Drama,10
3333823,Mystery,10
3333823,Sci-Fi,10
3275585,Action,9
3275585,Crime,9
3275585,Drama,9
3275585,Thriller,9
3193102,Crime,5
3193102,Drama,5
3193102,Mystery,5
3193102,Thriller,5
54557348,Crime,9
54557348,Crime,9
54557348,Drama,9
54557348,Drama,9
54557348,Thriller,9
54557348,Thriller,9
3041803,Drama,8
3041803,Romance,8
3060858,Action,5
3060858,Drama,5
3060858,Thriller,5
1055654,Drama,6
1055654,Romance,6
1055654,Sport,6
2331318,Comedy,5
2185266,Comedy,9
2185266,Drama,9
2185266,Music,9
26583369,Horror,1
26583369,Mystery,1
26583369,Thriller,1
800000,Adventure,2
800000,Mystery,2
800000,Thriller,2
7574066,Comedy,9
7574066,Drama,9
1754319,Drama,6
1754319,Romance,6
1641788,Drama,5
1641788,Mystery,5
1641788,Thriller,5
1631839,Comedy,2
1631839,Crime,2
1631839,Romance,2
1309849,Drama,12
1309849,Romance,12
1939441,Biography,8
1939441,Crime,8
1939441,Drama,8
447093,Drama,5
447093,Drama,5
1276984,Comedy,5
1276984,Crime,5
1276984,Thriller,5
1987762,Crime,9
1987762,Drama,9
1987762,Romance,9
1987762,Thriller,9
1474508,Comedy,9
1474508,Drama,9
1011054,Crime,1
1011054,Drama,1
1011054,Thriller,1
900926,Comedy,9
866778,Drama,5
866778,Romance,5
836641,Drama,5
598645,Comedy,10
598645,Romance,10
578527,Action,4
578527,Comedy,4
578527,Thriller,4
488872,Action,7
488872,Comedy,7
488872,Sport,7
365734,Drama,5
231417,Comedy,10
231417,Crime,10
231417,Thriller,10
3093491,Biography,8
3093491,Drama,8
244465,Drama,10
244465,Romance,10
756452,Drama,2
756452,Thriller,2
756452,War,2
228524,Comedy,9
228524,Drama,9
226792,Action,7
226792,Comedy,7
226792,Drama,7
221210,Comedy,1
221210,Drama,1
136432,Comedy,7
136432,Horror,7
136432,Thriller,7
131617,Drama,8
131617,Thriller,8
152857,Drama,1
126247,Comedy,6
126247,Crime,6
82739,Drama,2
169379,Drama,3
169379,History,3
169379,War,3
15447,Comedy,10
19348,Comedy,8
19348,Drama,8
100503,Comedy,4
100503,Romance,4
92900,Comedy,1
92900,Drama,1
140987,Drama,12
5561,Comedy,12
5561,Romance,12
3607,Crime,1
3607,Mystery,1
3607,Thriller,1
70527,Comedy,8
70527,Drama,8
11835,Comedy,8
11835,Drama,8
11835,Romance,8
128486,Action,5
128486,Adventure,5
128486,Comedy,5
128486,Western,5
16025394,Comedy,1
16025394,Drama,1
16025394,Romance,1
2483955,Drama,9
2483955,Romance,9
57176582,Comedy,1
43100000,Action,6
43100000,Adventure,6
43100000,Thriller,6
225377,Drama,5
225377,Romance,5
14114488,Horror,6
14114488,Thriller,6
46300000,Action,11
46300000,Adventure,11
46300000,Comedy,11
46300000,Crime,11
12899702,Comedy,3
12899702,Crime,3
12899702,Drama,3
12899702,Mystery,3
113155,Adventure,9
113155,Comedy,9
113155,Sci-Fi,9
2600000,Drama,8
2600000,War,8
1602466,Action,5
1602466,Drama,5
1602466,Romance,5
1602466,Thriller,5
3029870,Drama,5
3029870,Sci-Fi,5
3047539,Drama,11
3047539,Romance,11
78900000,Horror,5
78900000,Sci-Fi,5
30859000,Horror,10
30859000,Horror,10
30859000,Thriller,10
30859000,Thriller,10
3571735,Biography,1
3571735,Drama,1
3571735,Music,1
50000000,Drama,10
50000000,Family,10
50000000,Musical,10
50000000,Romance,10
63600000,Action,12
63600000,Adventure,12
63600000,Thriller,12
36049108,Action,11
36049108,Crime,11
36049108,Drama,11
36049108,Romance,11
36049108,Thriller,11
34074895,Comedy,9
34074895,Drama,9
33244684,Fantasy,11
33244684,Horror,11
24530513,Documentary,5
24530513,Drama,5
71519230,Action,7
71519230,Horror,7
71519230,Sci-Fi,7
71519230,Thriller,7
20035310,Comedy,1
20035310,Drama,1
20035310,Romance,1
18225165,Adventure,5
18225165,Comedy,5
17804273,Drama,9
17804273,Thriller,9
16938179,Crime,NA
16938179,Drama,NA
16938179,Thriller,NA
90400000,Comedy,6
16235293,Horror,12
11827301,Comedy,5
11827301,Romance,5
10161099,Action,10
10161099,Biography,10
10161099,Drama,10
10161099,History,10
10161099,Romance,10
10161099,War,10
6610326,Comedy,1
6610326,Drama,1
6126237,Comedy,4
6126237,Romance,4
6047856,Action,9
6047856,Crime,9
6047856,Drama,9
6047856,Thriller,9
4681503,Comedy,5
4681503,Drama,5
4350774,Comedy,4
3420871,Drama,10
3420871,Family,10
3420871,Romance,10
2955039,Biography,3
2955039,Drama,3
2955039,Sport,3
1530535,Comedy,9
1530535,Drama,9
1530535,Romance,9
4881867,Comedy,1
4881867,Music,1
1043487,Drama,5
1043487,Music,5
770629,Fantasy,5
770629,Horror,5
770629,Mystery,5
770629,Thriller,5
11860839,Documentary,8
11860839,Music,8
454255,Action,8
454255,Adventure,8
454255,Drama,8
454255,History,8
454255,War,8
349618,Horror,1
112935,Drama,5
883887,Drama,10
13751,Drama,2
13751,Family,2
145109,Drama,3
145109,History,3
145109,Thriller,3
145109,War,3
1046166,Comedy,8
1046166,Music,8
1046166,Romance,8
2874,Drama,3
174635000,Adventure,4
174635000,Comedy,4
171320,Crime,5
171320,Drama,5
14373825,Crime,11
14373825,Mystery,11
14373825,Thriller,11
162,Action,11
162,Crime,11
162,Thriller,11
32222567,Comedy,7
32222567,Fantasy,7
32222567,Horror,7
39462438,Drama,12
39462438,Music,12
39462438,Romance,12
29200000,Drama,11
29200000,Music,11
29200000,Romance,11
21564616,Comedy,9
14879556,Comedy,4
14879556,Drama,4
13569248,Drama,9
34017854,Comedy,2
4273372,Drama,9
4273372,Music,9
4273372,Romance,9
4440055,Biography,5
4440055,Drama,5
4440055,Romance,5
4018695,Adventure,2
4018695,Drama,2
4018695,Thriller,2
80000000,Drama,2
80000000,Drama,2
80000000,Music,2
80000000,Music,2
80000000,Romance,2
80000000,Romance,2
6262942,Action,5
6262942,Adventure,5
6262942,Drama,5
1997807,Adventure,5
1997807,Drama,5
1997807,Thriller,5
1207007,Comedy,3
1207007,Drama,3
1207007,Romance,3
1829142,Drama,5
1829142,War,5
3827466,Comedy,5
3827466,Drama,5
3827466,Musical,5
3827466,Romance,5
90800000,Action,6
90800000,Action,6
90800000,Drama,6
90800000,Drama,6
90800000,Family,6
90800000,Family,6
90800000,Sport,6
90800000,Sport,6
140244,Horror,7
140244,Musical,7
140244,Sci-Fi,7
107930000,Crime,5
107930000,Drama,5
76657000,Adventure,5
76657000,Comedy,5
76657000,Family,5
76657000,Musical,5
32279955,Crime,5
32279955,Drama,5
32279955,Thriller,5
4992159,Comedy,2
4992159,Horror,2
4992159,Thriller,2
163214286,Biography,3
163214286,Drama,3
163214286,Family,3
163214286,Musical,3
163214286,Romance,3
69800000,Comedy,3
69800000,Fantasy,3
69800000,Romance,3
59889948,Comedy,1
59889948,Drama,1
52287414,Adventure,8
52287414,Drama,8
45063889,Drama,11
45063889,Horror,11
45063889,Sci-Fi,11
45063889,Thriller,11
40066497,Drama,1
40066497,Music,1
36500000,Biography,6
36500000,Crime,6
36500000,Drama,6
27362712,Comedy,10
27362712,Drama,10
27362712,Music,10
27362712,Romance,10
34746109,Comedy,4
34746109,Crime,4
34746109,Drama,4
34746109,Romance,4
34746109,Thriller,4
34963967,Comedy,9
34963967,Drama,9
34963967,Romance,9
25926543,Horror,3
25926543,Mystery,3
25926543,Thriller,3
26049082,Comedy,1
26049082,Romance,1
22551000,Comedy,5
22551000,Drama,5
22551000,Romance,5
22800000,Action,12
22800000,Adventure,12
22800000,Thriller,12
18090181,Fantasy,8
18090181,Horror,8
18090181,Mystery,8
18090181,Thriller,8
17843379,Comedy,9
17843379,Drama,9
17843379,Romance,9
18811135,Drama,3
17278980,Comedy,NA
17278980,Crime,NA
16699684,Comedy,1
16699684,Romance,1
50815288,Drama,11
50815288,Drama,11
50815288,Thriller,11
50815288,Thriller,11
15047419,Crime,1
15047419,Drama,1
14015786,Drama,1
14015786,Romance,1
10269307,Action,10
10269307,Crime,10
10269307,Thriller,10
17536788,Comedy,9
17536788,Drama,9
17536788,Romance,9
58401464,Comedy,9
58401464,Romance,9
8880705,Comedy,4
8880705,Drama,4
8880705,Romance,4
8279017,Drama,5
8279017,Horror,5
10106233,Comedy,4
10106233,Drama,4
4692814,Comedy,10
5018450,Comedy,5
5018450,Fantasy,5
5018450,Romance,5
25967000,Drama,2
25967000,Romance,2
3442820,Animation,9
3442820,Comedy,9
3442820,Drama,9
3442820,Romance,9
3205244,Comedy,5
3205244,Drama,5
3076425,Comedy,1
3076425,Crime,1
3076425,Musical,1
3076425,Romance,1
2275557,Action,8
2275557,Comedy,8
2275557,Crime,8
2275557,Thriller,8
1789892,Comedy,9
1789892,Crime,9
6350058,Comedy,7
6350058,Drama,7
6350058,Romance,7
1094798,Biography,9
1094798,Comedy,9
1094798,Drama,9
1094798,History,9
1071240,Biography,7
1071240,Drama,7
532190,Biography,1
532190,Drama,1
532190,Romance,1
532190,Sport,1
686383,Adventure,1
686383,Animation,1
686383,Family,1
686383,Fantasy,1
16168741,Drama,9
16168741,Music,9
568695,Drama,5
568695,Romance,5
568695,Thriller,5
398420,Crime,4
398420,Drama,4
336456,Comedy,1
336456,Crime,1
336456,Musical,1
336456,Mystery,1
146083,Drama,1
146083,Romance,1
146083,War,1
298110,Comedy,9
298110,Drama,9
298110,Horror,9
298110,Sci-Fi,9
127144,Comedy,3
127144,Drama,3
127144,Romance,3
117190,Action,4
117190,Comedy,4
117190,Crime,4
108662,Crime,4
108662,Horror,4
108662,Thriller,4
53481,Crime,4
53481,Drama,4
53481,Thriller,4
23106,Comedy,1
23106,Crime,1
23106,Drama,1
23106,Romance,1
52961,Drama,2
439162,Action,7
439162,Animation,7
439162,Sci-Fi,7
50000,Action,9
50000,Adventure,9
50000,Comedy,9
50000,Romance,9
671240,Comedy,9
671240,Drama,9
671240,Romance,9
10105505,Crime,5
10105505,Drama,5
10105505,Mystery,5
10105505,Thriller,5
882290,Action,9
882290,Sci-Fi,9
882290,Sport,9
106593296,Comedy,12
106593296,Drama,12
106593296,Family,12
43490057,Comedy,8
43490057,Drama,8
32333860,Action,1
32333860,Comedy,1
24792061,Comedy,9
24792061,Drama,9
17544812,Horror,NA
12574715,Drama,1
10281585,Drama,9
10281585,Romance,9
5100000,Comedy,3
5100000,Drama,3
5100000,Romance,3
10460089,Crime,1
10460089,Drama,1
10460089,Mystery,1
10460089,Thriller,1
4239767,Comedy,3
4239767,Drama,3
4239767,Romance,3
4239767,Sport,3
4131640,Comedy,2
4131640,Crime,2
3347439,Drama,11
3347439,Romance,11
10814185,Comedy,9
10814185,Crime,9
10814185,Romance,9
533344,Comedy,1
533344,Drama,1
533344,Music,1
206400,Comedy,9
206400,Crime,9
206400,Drama,9
206400,Romance,9
206400,Thriller,9
197148,Drama,9
197148,Romance,9
197148,Sci-Fi,9
197148,Thriller,9
54557348,Crime,9
54557348,Crime,9
54557348,Drama,9
54557348,Drama,9
54557348,Thriller,9
54557348,Thriller,9
3014541,Drama,9
872643,Comedy,4
872643,Family,4
872643,Romance,4
4443403,Animation,5
4443403,Biography,5
4443403,Drama,5
4443403,War,5
1330827,Horror,5
1330827,Thriller,5
1818681,Action,9
1818681,Crime,9
1818681,Drama,9
1818681,Thriller,9
336530303,Action,4
336530303,Action,4
336530303,Adventure,4
336530303,Adventure,4
336530303,Romance,4
336530303,Romance,4
12610552,Action,8
12610552,Adventure,8
12610552,Fantasy,8
12610552,Sci-Fi,8
12610552,Thriller,8
143492840,Comedy,9
143492840,Comedy,9
143492840,Drama,9
143492840,Drama,9
143492840,Romance,9
143492840,Romance,9
43800000,Action,12
43800000,Adventure,12
43800000,Thriller,12
134821952,Crime,3
134821952,Drama,3
94900000,Drama,4
94900000,Music,4
94900000,Romance,4
32391374,Comedy,1
32391374,Drama,1
32391374,Romance,1
40158000,Drama,5
40158000,Music,5
40158000,Romance,5
113709992,Comedy,6
113709992,Drama,6
32131483,Horror,1
32131483,Mystery,1
32131483,Thriller,1
35400000,Action,6
35400000,Adventure,6
35400000,Thriller,6
34099640,Drama,1
34099640,Family,1
34099640,Sport,1
31973840,Comedy,1
31973840,Drama,1
31973840,Romance,1
37295394,Comedy,5
37295394,Drama,5
144812796,Drama,5
144812796,Drama,5
144812796,Romance,5
144812796,Romance,5
31501218,Biography,9
31501218,Drama,9
31501218,History,9
28747570,Biography,9
28747570,Crime,9
28747570,Drama,9
25625110,Action,5
25625110,Crime,5
25625110,Thriller,5
403932,Drama,12
403932,Drama,12
403932,Romance,12
403932,Romance,12
403932,Western,12
403932,Western,12
25000000,Action,6
25000000,Adventure,6
25000000,Sci-Fi,6
21000000,Action,12
21000000,Adventure,12
21000000,Thriller,12
20257000,Action,2
20257000,Comedy,2
20257000,Crime,2
20257000,Thriller,2
26005908,Adventure,3
26005908,Horror,3
26005908,Thriller,3
18642318,Documentary,5
18642318,Sport,5
15818967,Horror,1
15818967,Mystery,1
14891000,Comedy,3
16901126,Crime,7
16901126,Horror,7
17474107,Comedy,1
17474107,Crime,1
17474107,Drama,1
14003141,Crime,8
14003141,Drama,8
14003141,Thriller,8
304360277,Action,10
304360277,Action,10
304360277,Adventure,10
304360277,Adventure,10
304360277,Thriller,10
304360277,Thriller,10
12583510,Horror,3
9190525,Comedy,9
9190525,Drama,9
9176553,Drama,9
9176553,Mystery,9
9094451,Action,5
9094451,Fantasy,5
9094451,Horror,5
9094451,Thriller,5
14612840,Drama,9
14612840,Music,9
9166863,Drama,9
9166863,Romance,9
8373585,Drama,8
7292175,Comedy,8
7292175,Drama,8
7292175,Romance,8
6601079,Comedy,10
6601079,Drama,10
6601079,Musical,10
6601079,Romance,10
6165429,Adventure,2
6165429,Biography,2
6165429,Drama,2
6165429,History,2
5694308,Comedy,7
5694308,Sport,7
5430822,Action,3
5430822,Crime,3
5430822,Horror,3
5430822,Sci-Fi,3
5430822,Thriller,3
4720371,Adventure,12
4720371,Biography,12
4720371,Drama,12
2921738,Drama,11
2921738,Musical,11
2921738,Romance,11
2344847,Drama,4
2344847,Sport,4
7455447,Comedy,1
7455447,Drama,1
7455447,Romance,1
2148212,Drama,8
2148212,Family,8
2062066,Biography,9
2062066,Crime,9
2062066,Drama,9
1654367,Biography,12
1654367,Drama,12
1738692,Drama,5
1738692,Thriller,5
2209479,Drama,11
2209479,Family,11
1889522,Drama,10
1889522,Sport,10
1110286,Drama,9
1110286,Romance,9
1000000,Adventure,8
1000000,Drama,8
1000000,Romance,8
1000000,War,8
700000,Comedy,1
700000,Fantasy,1
700000,Sci-Fi,1
1768416,Comedy,9
1768416,Drama,9
1425993,Comedy,9
306715,Comedy,3
382946,Drama,1
518134,Comedy,9
518134,Crime,9
518134,Drama,9
236266,Adventure,1
236266,Drama,1
236266,Mystery,1
196067,Drama,9
196067,Romance,9
532988,Biography,9
532988,Drama,9
532988,Romance,9
453079,Comedy,1
46451,Comedy,3
46451,Crime,3
46451,Thriller,3
233103,Drama,8
41400000,Western,5
7993039,Comedy,6
927107,Biography,2
927107,Drama,2
927107,Romance,2
927107,War,2
49526,Comedy,1
49526,Drama,1
10696,Crime,4
10696,Thriller,4
31607598,Drama,9
31607598,Horror,9
31607598,Thriller,9
6857096,Drama,9
6857096,Mystery,9
6857096,War,9
223878,Comedy,2
223878,Drama,2
223878,Romance,2
828,Action,9
828,Comedy,9
828,Crime,9
828,Drama,9
828,Romance,9
828,Thriller,9
8060,Action,8
8060,Crime,8
8060,Drama,8
8060,Thriller,8
84263837,Horror,9
84263837,Mystery,9
110029,Comedy,8
110029,Drama,8
110029,Musical,8
57504069,Crime,5
57504069,Drama,5
54215416,Biography,5
54215416,Drama,5
54215416,Music,5
31899000,Mystery,7
31899000,Romance,7
31899000,Thriller,7
24103594,Adventure,3
24103594,Comedy,3
24103594,Drama,3
24103594,Family,3
16842303,Comedy,2
16842303,Crime,2
13367101,Comedy,1
13367101,Drama,1
13367101,Romance,1
10149779,Horror,10
10149779,Sci-Fi,10
10149779,Thriller,10
6173485,Biography,12
6173485,Drama,12
4000304,Drama,9
2338695,Crime,10
2338695,Drama,10
2338695,Thriller,10
2024854,Drama,10
2024854,Western,10
2268296,Drama,1
2268296,Thriller,1
1029017,Drama,6
1029017,Romance,6
64148,Drama,7
66637,Drama,1
66637,Romance,1
66637,War,1
871577,Biography,5
871577,Drama,5
871577,Music,5
38400000,Action,10
38400000,Sci-Fi,10
4063859,Drama,2
4063859,Romance,2
449558,Biography,3
449558,Drama,3
449558,Sport,3
2122561,Comedy,10
2122561,Romance,10
181360000,Musical,6
181360000,Romance,6
137963328,Drama,12
137963328,War,12
119078393,Documentary,5
119078393,Drama,5
119078393,War,5
102308900,Biography,9
102308900,Crime,9
102308900,Drama,9
102308900,Western,9
102300000,Comedy,8
102300000,Family,8
102300000,Fantasy,8
102300000,Musical,8
54800000,Drama,9
24004159,Action,6
24004159,Action,6
24004159,Adventure,6
24004159,Adventure,6
24004159,Comedy,6
24004159,Comedy,6
43650000,Crime,10
43650000,Drama,10
43650000,Musical,10
43650000,Romance,10
43650000,Thriller,10
39800000,Comedy,7
39800000,Sport,7
27457409,Comedy,2
27457409,Drama,2
25047631,Comedy,7
25047631,Drama,7
25047631,Romance,7
23272306,Crime,NA
23272306,Drama,NA
23272306,Mystery,NA
23272306,Thriller,NA
22168359,Fantasy,8
22168359,Horror,8
22168359,Romance,8
22168359,Thriller,8
21005329,Comedy,4
21005329,Romance,4
26236603,Drama,9
26236603,Sport,9
20400000,Drama,12
20400000,Romance,12
20400000,Western,12
18621249,Comedy,9
25244700,Action,4
25244700,Sci-Fi,4
14545844,Comedy,2
14545844,Drama,2
14545844,Musical,2
13235267,Comedy,8
13235267,Family,8
12674183,Action,1
12674183,Comedy,1
12674183,Crime,1
17508936,Comedy,3
17508936,Music,3
12793213,Comedy,10
12793213,Drama,10
12793213,Romance,10
11883495,Comedy,1
11883495,Drama,1
11883495,Fantasy,1
11883495,Romance,1
11797927,Comedy,5
11797927,Horror,5
11797927,Thriller,5
17605861,Biography,9
17605861,Drama,9
17605861,History,9
17605861,Thriller,9
11642254,Horror,10
11642254,Thriller,10
9203192,Comedy,6
9203192,Crime,6
9203192,Drama,6
7518876,Adventure,2
7518876,Documentary,2
7518876,Short,2
8596914,Biography,9
8596914,Drama,9
6851636,Comedy,2
6851636,Drama,2
6851636,Romance,2
11434867,Drama,1
11434867,Mystery,1
11434867,Romance,1
11434867,Thriller,1
5895238,Comedy,3
5895238,Western,3
6670712,Comedy,3
6670712,Drama,3
5359774,Comedy,1
5359774,Crime,1
5359774,Thriller,1
4693919,Comedy,8
4859475,Drama,5
4859475,Romance,5
4595000,Comedy,9
4595000,Drama,9
4595000,Music,9
4595000,Romance,9
4542775,Comedy,3
4542775,Romance,3
3588432,Comedy,1
3588432,Drama,1
4394936,Comedy,2
4394936,Drama,2
4394936,Fantasy,2
4394936,Romance,2
3029081,Comedy,1
3029081,Drama,1
3029081,Music,1
3029081,Musical,1
3273588,Action,8
3273588,Drama,8
2207975,Drama,8
2207975,History,8
2025238,Comedy,9
2025238,Crime,9
2025238,Drama,9
2025238,Thriller,9
1028337,Drama,1
1028337,Thriller,1
2077046,Comedy,1
2077046,Drama,1
2077046,Romance,1
267194,Drama,5
869325,Action,6
869325,Adventure,6
869325,Fantasy,6
869325,Sci-Fi,6
399611,Biography,4
399611,Drama,4
399611,Sport,4
181798,Drama,2
115862,Drama,1
115862,Romance,1
1346503,Drama,NA
1346503,History,NA
117560,Drama,1
117560,Romance,1
54606,Comedy,8
54606,Crime,8
54606,Romance,8
36497,Comedy,9
23807,Documentary,9
65804,Crime,4
65804,Drama,4
65804,Thriller,4
3895664,Comedy,5
3895664,Drama,5
20200,Drama,1
20200,Music,1
31874869,Crime,4
31874869,Crime,4
31874869,Mystery,4
31874869,Mystery,4
31874869,Thriller,4
31874869,Thriller,4
542860,Drama,11
542860,History,11
542860,War,11
15059,Drama,9
15059,Thriller,9
11905519,Action,8
11905519,Crime,8
11905519,Drama,8
11905519,Thriller,8
69582,Comedy,6
32541719,Comedy,4
32541719,Drama,4
32541719,Romance,4
32541719,Sport,4
3064356,Drama,5
3064356,Romance,5
7009668,Action,7
7009668,Sport,7
352684,Action,12
352684,Comedy,12
27024,Horror,9
531806,Musical,7
159600000,Comedy,12
159600000,Crime,12
159600000,Drama,12
58800000,Biography,3
58800000,Drama,3
58800000,Sport,3
50382128,Comedy,2
50382128,Drama,2
50382128,Romance,2
35811509,Biography,NA
35811509,Drama,NA
35811509,Music,NA
35811509,Romance,NA
24475193,Comedy,1
24475193,Drama,1
24475193,Romance,1
6200756,Comedy,6
6200756,Drama,6
1292119,Biography,12
1292119,Drama,12
1292119,Romance,12
3629758,Drama,3
3629758,Music,3
6239558,Comedy,5
6239558,Drama,5
1056102,Crime,9
1056102,Drama,9
1056102,Mystery,9
1056102,Thriller,9
27545445,Drama,5
56007,Comedy,5
56007,Crime,5
56007,Drama,5
56007,Romance,5
56007,Thriller,5
611709,Comedy,5
611709,Drama,5
753501,Crime,5
753501,Drama,5
753501,Mystery,5
753501,Thriller,5
22770,Comedy,9
22770,Drama,9
2197331,Comedy,1
2197331,Drama,1
2197331,History,1
2197331,Romance,1
27445,Action,1
27445,Comedy,1
27445,Drama,1
27445,Thriller,1
766487,Comedy,1
766487,Romance,1
18434,Comedy,8
18434,Drama,8
1196752,Crime,8
1196752,Drama,8
1196752,Thriller,8
795126,Comedy,9
795126,Drama,9
795126,Sport,9
563699,Action,4
563699,Crime,4
563699,Drama,4
563699,Thriller,4
83574831,Fantasy,9
83574831,Horror,9
83574831,Thriller,9
87025093,Horror,10
87025093,Mystery,10
71897215,Drama,3
71897215,Horror,3
71897215,Mystery,3
71897215,Sci-Fi,3
71897215,Thriller,3
64267897,Comedy,10
64267897,Documentary,10
56536016,Horror,6
104007828,Horror,10
50820940,Fantasy,10
50820940,Horror,10
44793200,Action,2
44793200,Fantasy,2
44793200,Horror,2
44793200,Thriller,2
43771291,Mystery,7
43771291,Mystery,7
43771291,Thriller,7
43771291,Thriller,7
44456509,Comedy,8
44456509,Drama,8
53884821,Horror,9
36000000,Drama,9
36000000,History,9
34872293,Comedy,9
34872293,Fantasy,9
34872293,Horror,9
34872293,Thriller,9
34468224,Biography,11
34468224,Crime,11
34468224,Drama,11
34468224,Thriller,11
32453345,Fantasy,1
32453345,Horror,1
32453345,Thriller,1
27296514,Biography,9
27296514,Drama,9
25799043,Horror,2
25799043,Sci-Fi,2
25799043,Thriller,2
25530884,Mystery,9
25530884,Thriller,9
27689474,Horror,9
27689474,Mystery,9
24138847,Comedy,5
21994911,Drama,5
21994911,Music,5
21501098,Comedy,1
21501098,Drama,1
19281235,Comedy,10
19281235,Drama,10
19281235,Music,10
19281235,Romance,10
19421271,Animation,3
19421271,Comedy,3
19421271,Family,3
20733485,Drama,9
24809547,Comedy,1
24809547,Drama,1
19097994,Biography,2
19097994,Drama,2
19097994,Sport,2
23031390,Comedy,4
23031390,Drama,4
16017403,Drama,5
16017403,Drama,5
16017403,Romance,5
16017403,Romance,5
16017403,Thriller,5
16017403,Thriller,5
21197315,Horror,8
21197315,Mystery,8
21197315,Thriller,8
17382982,Drama,10
17382982,Thriller,10
14821531,Drama,9
18656400,Drama,9
14343976,Adventure,7
14343976,Horror,7
241437427,Comedy,2
241437427,Family,2
241437427,Romance,2
14123773,Crime,9
14123773,Drama,9
15126948,Horror,9
15126948,Thriller,9
13622333,Adventure,6
13622333,Comedy,6
13622333,Drama,6
13622333,Romance,6
13464388,Comedy,3
13464388,Horror,3
13350177,Drama,10
13350177,Horror,10
13350177,Thriller,10
13269963,Drama,3
13269963,Mystery,3
17768000,Horror,10
17768000,Thriller,10
12947763,Horror,3
12947763,Mystery,3
14100000,Comedy,3
14100000,Drama,3
12200000,Action,4
12200000,Crime,4
12200000,Drama,4
12200000,Thriller,4
12200000,Western,4
17683670,Horror,9
17683670,Mystery,9
17683670,Sci-Fi,9
17683670,Thriller,9
12055108,Comedy,1
12055108,Drama,1
27285953,Action,8
27285953,Thriller,8
11675178,Comedy,1
10572742,Drama,1
10572742,Romance,1
9658370,Comedy,3
9658370,Romance,3
9628751,Action,10
9628751,Adventure,10
9628751,Animation,10
9628751,Family,10
9628751,Sci-Fi,10
8786715,Comedy,1
8786715,Drama,1
3432342,Comedy,5
3432342,Crime,5
3432342,Drama,5
3432342,Mystery,5
3432342,Romance,5
6755271,Horror,4
6755271,Thriller,4
6157157,Comedy,7
6157157,Drama,7
6088249,Comedy,1
5480318,Comedy,5
5480318,Drama,5
5308707,Comedy,7
5308707,Crime,7
5308707,Drama,7
5308707,Thriller,7
5009677,Drama,1
5009677,Mystery,1
5009677,Sci-Fi,1
4328294,Comedy,5
4074023,Documentary,5
4306697,Drama,5
3950029,Drama,5
4040588,Comedy,1
4040588,Drama,1
3049135,Biography,7
3049135,Crime,7
3049135,Drama,7
3049135,Romance,7
3049135,Thriller,7
4700361,Drama,9
2711210,Comedy,9
2711210,Drama,9
1980338,Comedy,1
1980338,Crime,1
1980338,Drama,1
1980338,Mystery,1
1980338,Thriller,1
1082044,Drama,1
1082044,Thriller,1
1100000,Crime,2
1100000,Drama,2
2445646,Biography,9
2445646,Crime,9
2445646,Drama,9
2445646,Mystery,9
2445646,Thriller,9
2221809,Drama,9
296665,Biography,1
296665,Crime,1
296665,Drama,1
296665,Thriller,1
3219029,Crime,5
3219029,Horror,5
3219029,Music,5
3219029,Thriller,5
830210,Drama,9
830210,Mystery,9
830210,Sci-Fi,9
1040879,Comedy,NA
1040879,Crime,NA
1040879,Drama,NA
326308,Crime,9
